"Normal","Status"
"optimal asset telekomunikasi tlkm konfirmasi rencana initial public offering ipo salah anak usaha dayamitra telekomunikasi mitratel mitratel milik unit menara akuisisi menara indosat mitratel usaha menara telekomunikasi besar sarana menara nusantara towr milik unit menara vice president coorate communication tlkm arif prabowo persero konsolidasi internal kait ipo kaji rencana detail wacana upaya value creation tower untung usaha arif kutip merinci kait laksana besar nilai emisi incar ipo implementasi rencana butuh timbang tlkm timbang kondisi makro representasi kondisi indeks harga saham gabung ihsg industri menara rujuk riset tanggal september jp morgan analis ranjan sharma nilai ipo manfaat tlkm kristalisasi nilai portofolio menara tlkm hasil ipo dukung dividen ipo cipta arbitrase nilai relatif saham saham menara diperdagangakan ev ebitda ekuivalen kali tlkm kali ranjan estimasi enterise value ev mitratel tara asumsi kurs dolar amerika serikat ev tlkm analisis nilai asumsi tlkm alih menara telkomsel mitratel tarif sewa tarif sewa pasar benchmark opex tbig ranjan asumsi hitung ebitda mitratel kisar kelipat ev ebitda mitratel kali angka rendah estimasi ev ebitda towr tbig ekuivalen kali analis kresna sekuritas etta rusdiana nilai valuasi mitratel banding tlkm industri menara telekomunikasi milik ev ebitda banding operator selular tantang mitratel tingkat ebitda margin raih efisiensi operasional tingkat harga jual asp tingkat asp beban tambah langgan telkomsel etta etta ipo mitratel dampak positif saham tlkm buka kunci nilai usaha wardi","positif"
"harga saham telekomunikasi persero tlkm langsung lesat tutup sesi bursa efek bei kabar tutup commerce milik usaha blanja data dagang bei catat saham tlkm tutup naik level harga saham nilai transaksi dagang capai volume dagang saham akumulasi dagang saham tlkm minus bulan dagang bursa saham induk telkomsel minus kapital pasar sisi harga saham telkom naik indeks harga saham gabung ihsg sesi naik level catat saham naik saham turun saham stagnan net sell asing pasar reguler sesi telkom henti operasional platform dagang elektronik blanja blanja usia september telkom resmi tutup layan commerce manajemen blanja situs usaha umum manajemen henti giat beli blanja september alas henti ubah strategi beli jual bayar kirim proses selesai terima kasih percaya jalin blanja teman blanja manajamen umum kutip manajemen imbau guna tari saldo dompet blanja dompet digital tanggal september blanja marketplace pantungan telkom ebay commerce amerika serikat blanja diri komposisi telkom ebay uni blanja beli temu langsung barang barang jual ebay jalan nama blanja dengar ketimbang tokopedia bukalapak shopee","positif"
"usaha telekomunikasi pelat merah telkom tlkm bicara disney hadir layan streaming video disney hotstar jalan rencana disney hadir september lansir catat bincang manajemen telkom analis layan streaming sedia anak usaha telekomunikasi selular telkomsel tayang indihome susul telkomsel luncur mitra disney telkom tahap negosiasi konten indihome heri supriadi uang telkom kutip kerja telkomsel tarik subscriber tayang film film marvel film animasi disney pixar kerja tayang konten india film film lokal telkom kerja usaha sesuai harga layan biaya kena jangkau langgan kerja telkom disney usaha kerja hadir tayang disney tv fox sports indihome layan streaming disney hotstar sedia september konten original disney suguh nikmat streaming tulis pers film blockbuster hollywood konten konten raih harga disney marvel star wars pixar national geographic putar konten eksklusif mandalorian muppets forky asks question one ivan world according jeff goldblum togo hibur nikmat tonton ri rangkai seri film marvel avengers thor ant man iron man captain america captain marvel serial falcon winter soldier wanda vision loki hawkeye tonton kena biaya hasil harap anti biaya investasi film","netral"
"harga saham trio usaha operator telepon seluler kapital pasar besar lantai bursa efek bei hasil terbang dagang tiga usaha telekomunikasi tlkm operator seluler telkomsel indosat isat xl axiata excl tiga usaha usaha pegang pangsa pasar operator telepon seluler besar naik pimpin saham excl hasil lesat level harga unit posisi operator seluler isat harga saham hasil naik level unit operator telepon seluler pelat merah besar tlkm harga saham apresiasi level harga unit apresiasi harga saham tiga operator seluler muncul tanda indeks harga saham gabung ihsg hijau tipis dagang sesi jatuh zona merah turun usut usut kemarin menteri erick thohir perintah kaji subsidi pulsa tenaga ajar guru siswa rencana godok menteri uang kemenkeu menteri didik nasional mendiknas kemenkominfo kemarin kominfo menteri uang mendiknas ajar bantu subsidi pulsa dosen guru murid presentasi detil godok menteri terang erick diskusi pbnu prospek usaha operator seluler pandemi lumayan kinclong badan pusat statistik bps rilis pdb triwulan alami turun kuartal qoq tahun yoy turun kontraksi sektor informasi komunikasi hasil sektor tumbuh","positif"
"telkom persero tlkm penandatanganan nota paham rakyat persero bbri kait kolaborasi layan teknologi bas satelit nota paham ditandatangani utama telkom ririek adriansyah utama bri sunarso saksi langsung menteri erick thohir wakil menteri kartika wirjoatmodjo gedung bri hadir giat enterise business service telkom edi witjara digital operation bri indra utoyo lembaga bri agus noersanto ceo telkomsat endi fitri menteri erick thohir sambut kerjasama bentuk kolaborasi erick menteri dorong dukung cipta nilai usaha baik langgan masyarakat bri aset besar tekad tingkat layan stakeholder kuat infrastruktur bidang teknologi informasi business enabler manfaat teknologi satelit sisi telkomgroup besar bidang telekomunikasi digital upaya wujud harap menteri kuat digitalisasi satelit bri satu operasi satelit telkom kenal sedia layan satelit besar tenggara utama telkom ririek adriansyah nota paham telkom bri sepakat dukung aktivitas operasional nilai usaha kapabilitas kompetensi bidang satelit milik alam operasionalisasi dukung tingkat kualitas kapabilitas layan bri baik masyarakat ririek telkom komitmen dorong tingkat unggul operasional salah satu kolaborasi manfaat layan teknologi bas satelit tahap rencana desain produksi implementasi prinsip untung utama bri sunarso kerja telkom langkah strategis bri tingkat efisiensi efektivitas operasional langgan masyarakat rasa tingkat kualitas layan bri nota paham telkom bri landas kerja cakup manfaat untung sewa model kapasitas kapasitas satelit milik operasi telkomgroup rencana kembang desain implementasi layan bas satelit didik latih sertifikasi kembang karyawan bidang satelit tutup kerja depan harap kerjasama tingkat kualitas produk layan manfaat teknologi digital kini manfaat besar sesuai semangat","positif"
"telekomunikasi tlkm penandatanganan nota paham rakyat bbri kait kolaborasi layan teknologi bas satelit kerja upaya dukung aktivitas operasional nilai usaha simak informasi lengkap program evening","positif"
"telekomunikasi tlkm bagi dividen untung buku saham dividen tunai saham dividen spesial saham rinci besar dividen tunai capai laba bersih total nilai dividen spesial laba bersih alhasil rasio bayar dividend payout ratio tlkm buku laba bersih telkom buku untung tumbuh tahun dividen tunai dividen spesial bayar lambat lambat juli hak terima dividen pegang saham nama catat daftar pegang saham tanggal juli wib jadwal lengkap dasar data rti saham tlkm edar mei capai milik perintah negara republik masyarakat takar dividen","positif"
"menteri badan usaha milik negara erick thohir angkat politis golkar rizal mallarangeng salah telekomunikasi tlkm tetap tuang hasil rapat pegang saham tahun rupst telkom kemarin tetap politis menteri angkat suara staf khusus menteri arya sinulingga turut rizal mallarangeng jabat urus partai golkar rizal kirim surat undur jabat wakil ketua bidang galang strategis juni ketua golkar airlangga hartarto menko ekonomi golkar rizal salah urus surat menteri tetap gabung telkom bang rizal profesional beliau alam butuh telkom arya resmi turut pilih rizal salah nilai milik wawas konten bantu kembang telkom beliau paham konten fokus telkom monitize infrastruktur infrastruktur telkom kuat telkom fokus konten bang rizal alam sana tunjuk rizal rupst telkom kemarin sah putus diri presiden bukalapak muhammad fajrin rasyid digital business persero fajrin ganti faizal djoemadi jabat posisi posisi utama telkom jabat ririek adriansyah ririek angkat erick dirut telkom ganti alex sinaga rupst telkom ririek dirut telkomsel anak usaha telkom jajar direksi telkom rups juni komisarisdireksitahun acu lapor uang telkom hasil buku dapat konsolidasi tumbuh positif banding laba bunga pajak depresiasi amortisasi ebitda persero catat tumbuh banding tahun laba bersih raih capai tumbuh tahun","positif"
"telekomunikasi tlkm emiten badan usaha milik negara bagi dividen emiten halo halo tebar total dividen laba buku dividen bagi emiten kerap telkom dividen tunai dividen spesial milik perintah kantong dividen tlkm publik milik terima sisa dasar data rti saham tlkm edar mei capai angka dividen saham bagi turun dividen buku saham rasio bayar dividend payout ratio tlkm buku laba bersih besar rendah dividen buku laba bersih laba bersih tlkm turun tahun laba bersih tlkm tumbuh sisa laba bersih telkom buku buku laba tahan sisa laba bersih kembang usaha telkom utama telkom ririek adriansyah rapat pegang saham tahun rupst dividen tunai dividen spesial bayar lambat lambat juli hak terima dividen pegang saham nama catat daftar pegang saham tanggal juli wib dividen saham yield dividen tlkm dagang harga saham tlkm dagang tutup stagnan posisi saham dagang rentang saham royal dividen","positif"
"rapat pegang saham tahun rupst telkom persero tlkm tuju bagi dividen capai persen laba bersih utama tlkm ririek adriansyah konferensi pers virtual capai persero telkom jalur digital telecommunication company komitmen kuat kapabilitas digital dividen persen nila dividen tunai persen dividen spesial persen laba bersih tempat laba tahan dividen tunai dividen spesial buku bayar lambat lambat juli hak terima pegang saham nama catat daftar pegang saham dps tlkm juli wib laba bersih tlkm hasil dapat capai tumbuh persen year year ebitda rups tahun tuju ubah susun dewan dewan direksi tlkm dewan direksi utama ririek adriansyah wholesale international service dian rachmawan human capital management afriwandi uang heri supriadi consumer service fm venusiana enterise business service edi witjara network solution herlan wijanarko digital business muhammad fajrin rasyid strategic portofolio budi setyawan wijaya dewan utama rhenald kasali independen marsudi wahyu kisworo independen ahmad fjmri assegaf independen wawan iriawan independen candra arie setiawan marcelino pandin ismail alex denni rizal mallarangeng budi","positif"
"pandemi covid samuel sekuritas prediksi dapat telekomunikasi tlkm telkom tumbuh naik dapat dorong tingkat trafik data tlkm pengaruh bijak respons covid batas sosial skala psbb tingkat trafik data konsumen ganggu dapat segmen enterise analis samuel sekuritas selvi ocktaviani riset tanggal juni selvi dapat tlkm tumbuh year year yoy turun dapat segmen enterise harap ganti naik kerja segmen mobile consumer telkomsel indihome gambar tlkm buku dapat tumbuh yoy segmen mobile kontribusi dapat total tlkm consumer enterise selvi strategi tlkm fokus tingkat produktivitas konsumer naik dapat guna average revenue user au au tlkm telkomsel keluar fitur kuota keteng khusus akses aplikasi youtube instagram facebook kuota utama target tlkm tambah guna indihome selvi prediksi tlkm tambah guna indihome tumbuh yoy dorong himbauan ajar rumah buka peluang kerja netflix samuel sekuritas tahan rekomendasi buy tlkm target harga refleksi ev ebitda harga saham tlkm posisi saham turun year date prediksi dapat tlkm tumbuh besar dapat revisi kira laba bersih revisi tumbuh yoy proyeksi pasal kerja dapat laba bersih capai proyeksi samuel sekuritas alhasil proyeksi ubah sesuai basis kerja sektor sektor laju bursa efek","positif"
